<name2> の符号を持った <name1> を求める	math . copysign ( <name1> , <name2> )	if math . copysign ( <name1> , <name2> ) :
<name5> が <name6> より小さくないかどうか	not <name5> < <name6>	not <name6> < <name5>
<name3> のコピー	<name3> [ : ]	[ <name3> ]
<name2> の逆双曲線余弦	math . acosh ( <name2> )	math . atanh ( <name2> )
<name1> を全て大文字に変換する	<name1> . upper ( )	<name1> . upper ( )
<name4> が <name2> 以上でないかどうか	not <name4> >= <name2>	not <name4> >= <name2>
<name2> の平方根を <name1> に代入する	<name1> = math . sqrt ( <name2> )	<name1> = math . sqrt ( <name2> )
ソートされた順序を保ったまま <name2> を <name1> に挿入できる位置	bisect . bisect_left ( <name1> , <name2> )	<name1> . sort ( <name2> )
空の集合を <name1> に代入する	<name1> = set ( )	set ( <name1> )
<name1> を <name2> で割った剰余を表示する	math . remainder ( <name1> , <name2> )	math . remainder ( <name1> , <name2> )
<name1> と <name6> の共通部分を求める	<name1> . intersection ( <name6> )	<name4> . <name6> ( <name1> )
<name1> と <name2> の差集合	<name1> . difference ( <name2> )	<name1> . difference ( <name2> )
<name5> から <name2> 個取り出した時の順列の総数を <name6> とする	<name6> = math . perm ( <name5> , <name2> )	math . perm ( <name5> , <name2> )
<name6> を全て大文字に変換した結果を <name2> とする	<name2> = <name6> . upper ( )	<name6> = <name2> . upper ( )
<name3> を整数に変換し、 <name2> にする	<name2> = int ( <name3> )	<name2> = int ( input ( ) )
2 を底とする <name6> の対数	math . log2 ( <name6> )	math . log2 ( <name6> )
<name1> の余弦をチェックする	math . cos ( <name1> )	math . cos ( <name1> )
<name1> を <name2> 分の一にする	<name1> /= <name2>	pow ( <name2> <name1> , <name1> )
<name2> を全て小文字に変換し、 <name1> に代入する	<name1> = <name2> . lower ( )	<name6> = <name1> . lower ( )
<name5> と <name3> のユークリッド距離を <name2> にする	<name2> = math . dist ( <name5> , <name3> )	math . dist ( <name5> , <name2> )
<name6> をリストに変換する	list ( <name6> )	float ( <name6> ) ]
<name1> 、 <name2> 、 <name3> の中で一番大きい値	max ( <name1> , <name2> , <name3> )	datetime max ( <name1> , <name2> , <name3> , <name1> , <name1> , <name3> )
<name2> を最も近い数値に切り上げ	math . ceil ( <name2> )	math . ceil ( <name2> ) // <name2>
<name3> のバイト列	<name3> . to_bytes ( )	os . prod ( <name1> )
<name3> の要素を <name1> 、 <name4> の要素を <name2> へ順番に代入して以降のプログラムをループする	for <name1> , <name2> in zip ( <name3> , <name4> ) :	if <name4> , <name1> , <name2> , <name3> = math . replace ( <name3> ) :
ユーザから入力を受け取る	input ( )	input ( )
空行を出力する	print ( )	set ( )
<name2> の余弦を <name1> にする	<name1> = math . cos ( <name2> )	<name1> = math . cos ( <name2> )
<name2> を区切り文字として <name1> を分割した結果をリスト型にして返す	<name1> . split ( <name2> )	<name1> . split ( <name2> )
<name3> が <name5> よりも小さいとき	if <name3> < <name5> :	if <name3> < <name5> :
<name3> の後ろから <val5> を探して見つかった位置	<name3> . rfind ( <val5> )	random . rfind ( <name3> )
<name3> と <name2> の最小公倍数を計算する	math . lcm ( <name3> , <name2> )	<name2> math . lcm ( <name3> , <name1> )
<name1> 内の大文字を小文字に変換する	<name1> . lower ( )	<name1> . upper ( )
<val1> ~ <name2> の範囲の <val3> つ飛ばしの数列	range ( <val1> , <name2> + <val1> , <val3> )	itertools . range ( <val1> , <name2> + <val1> )
<name6> から deque オブジェクトを作成した結果を <name5> とする	<name5> = collections . deque ( <name6> )	collections . deque ( <name5> )
<name3> の <name1> 番目から <name6> 番目の要素を得る	<name3> [ <name1> : <name6> ]	<name6> [ <name1> ]
もし <name6> が数字ならば	if <name6> . isdigit ( ) :	if <name6> . isnumeric ( ) :
原点からの ( <name1> , <name2> ) の距離を見る	math . hypot ( <name1> , <name2> )	math . hypot ( <name1> , <name2> )
<name3> を絶対値に直してソートする	sorted ( <name3> , key = abs )	min ( <name3> , key = abs )
<name2> において正規表現 <name1> のパターンが最初にマッチする位置	re . search ( <name1> , <name2> )	if <name1> . re ( <name2> ) :
<name1> と <name2> の差を算出する	<name1> - <name2>	complex <name1> ( <name2> )
<name2> の順列の総数を <name1> とする	<name1> = math . perm ( <name2> )	<name2> = math . perm ( <name1> )
<name2> 分の <name1> を計算する	<name1> / <name2>	pow <name1> ( <name2> )
<name1> の要素積を表示する	math . prod ( <name1> )	math . prod ( <name1> )
繰り返し処理を <val1> 回行う	for i in range ( <val1> ) :	while i in range ( <val1> ) :
もし <name1> が全て英数字のとき	if <name1> . isalnum ( ) :	if <name1> . islower ( ) :
<name1> の切り捨てを表示する	math . floor ( <name1> )	math . floor ( <name1> )
<val1> を一旦リターンする	yield <val1>	os . <val1> ( <val1> )
<name2> を <name1> にソート順で最後に挿入する	bisect . insort_right ( <name1> , <name2> )	if <name1> = <name2> . sort ( ) :
<name1> が <name2> よりも小さい間	while <name1> < <name2> :	while <name1> < <name2> :
もし <name6> が全て英数字のとき	if <name6> . isalnum ( ) :	if <name6> . islower ( ) :
<name4> が <val5> ならば	if <name4> == <val5> :	elif <name4> == <val5> :
整数値を受け取った結果を <name1> に代入する	<name1> = int ( input ( ) )	<name1> = int ( input ( ) )
ソートされた順序を保ったまま <name2> を <name1> に挿入できる最後の位置	bisect . bisect_right ( <name1> , <name2> )	sorted ( <name1> , <name2> ) . sort ( )
<name4> の終わりから空白改行を取り除いた文字列	<name4> . rstrip ( )	<name4> . split ( )
<name5> の階乗を調べる	math . factorial ( <name5> )	pow ( <name5> )
<name2> の最後から空白改行を取り除いた文字列を <name1> に代入する	<name1> = <name2> . rstrip ( )	<name1> = <name2> . lstrip ( )
<name6> と <name5> の商を計算する	<name6> / <name5>	complex ( <name6> , <name5> )
<name1> の逆正弦をチェックする	math . asin ( <name1> )	float ( math . atan ( <name1> )
<name1> を全て小文字に変換する	<name1> . lower ( )	<name1> . lower ( )
<name1> の両端から <val2> を取り除いた文字列	<name1> . strip ( <val2> )	itertools . split ( <name1> )
ユーザが入力したデータをリストに変換する	list ( input ( ) )	= list ( input ( ) )
<name4> の逆双曲線正接	math . atanh ( <name4> )	math . atanh ( <name4> )
<name6> の要素積を算出する	math . prod ( <name6> )	math . prod ( <name6> )
<name3> が無限大かどうか	math . isinf ( <name3> )	while math . isinf ( <name3> )
<name3> の両端から <val6> を抜いた文字列を <name2> にする	<name2> = <name3> . strip ( <val6> )	<name6> = <name2> . strip ( <name3> )
<name4> の逆余弦	math . acos ( <name4> )	math . cos ( <name4> )
<name1> が <name5> 以上かどうか	<name1> >= <name5>	>= <name1> >= <name5>
<name2> を区切り文字として <name1> を最後から分割してリスト型にして返す	<name1> . rsplit ( <name2> )	<name1> . rsplit ( <name2> )
2 を底とする <name1> の対数	math . log2 ( <name1> )	math . log2 ( <name1> )
<name1> を <name2> で割った剰余を算出する	math . remainder ( <name1> , <name2> )	pow ( <name1> , <name2> )
<val4> から 100 までの数が並んだリスト	[ i for i in range ( <val4> , 101 ) ]	[ i i for i for range in range ( <val2> ) ] ]
<name1> が全て ASCII 文字かどうか	<name1> . isascii ( )	<name1> . isalnum ( )
<name1> と <name2> の商	<name1> / <name2>	complex <name1> ( <name2> )
<name2> が <name3> で始まるなら	if <name2> . startswith ( <name3> ) :	if <name2> . startswith ( <name3> ) :
<name3> に <name4> をかけた値を算出する	<name3> * <name4>	// <name3> <name4>
<name2> に <name1> をかけた値	<name2> * <name1>	complex <name1> ( <name2> )
<name1> が <name2> と等しくないなら	if <name1> != <name2> :	not <name1> != <name2> :
<name2> のタンジェントを <name1> とする	<name1> = math . tan ( <name2> )	<name1> = math . tan ( <name2> )
<name2> の後ろが <name3> で終わるかどうか	<name2> . endswith ( <name3> )	<name3> . endswith ( <name2> )
<val2> 区切りで <name1> をプリントする	print ( <name1> , sep = <val2> )	round ( <name1> , <val2> )
<name1> を最も近い整数に切り捨て	math . floor ( <name1> )	math . floor ( <name1> )
<name1> の <name2> 乗を <name3> で割った余りを算出する	pow ( <name1> , <name2> , <name3> )	pow ( <name1> , <name2> , <name3> )
<name2> を長さが <name3> になるように左を '0' で埋めた文字列	<name2> . zfill ( <name3> )	<name4> = <name6> . zfill ( <name2> )
<name2> の双曲線余弦を <name1> にする	<name1> = math . cosh ( <name2> )	<name1> = math . cosh ( <name2> )
<name1> を末尾から <name2> で最大分割数 <val5> まで分割してリストを返す	<name1> . rsplit ( <name2> , <val5> )	<name6> . rsplit ( <name1> , <name2> )
<name2> をリスト型として取得して、 <name1> にする	<name1> = list ( <name2> )	<name4> = list ( <name1> )
<name1> のタイプ	type ( <name1> )	len ( <name1> )
<name2> を非ローカル変数とする	nonlocal <name2>	True <name2> :
<name1> に最も近い数値に切り上げ	math . ceil ( <name1> )	if math . ceil ( <name6> ) :
<name1> と <name2> が等しいかどうか	<name1> == <name2>	<name2> == <name1>
<name2> の <name3> 乗を求める	pow ( <name2> , <name3> )	pow ( <name2> , <name3> )
<name2> 引く <name6> を算出する	<name2> - <name6>	pow ( <name2> , <name1> )
もし <name1> が <name2> の倍数ならば	if <name1> % <name2> == 0 :	except <name1> == <name2> :
<name1> が <name2> の部分集合かどうか	<name1> . issubset ( <name2> )	<name1> . issubset ( <name2> )
改行を表示する	print ( )	round ( <name5> )
<name1> の正接を算出する	math . tan ( <name1> )	math . tan ( <name1> )
入力された整数値を <name1> とする	<name1> = int ( input ( ) )	<name1> = int ( input ( ) )
<name1> からランダムに要素を <val2> つチョイスする	random . sample ( <name1> , <val2> )	for <name1> in range ( <val2> ) :
<name2> と <name3> の差を算出する	<name2> - <name3>	math . <name2> ( <name2> )
<val1> から <name2> の範囲で <val3> つずつ増える数列	range ( <val1> , <name2> + <val1> , <val3> )	pow ( <val1> , <name2> + <val3> , <val3> )
<name2> を区切り文字として <name3> を末尾から分割してリスト型にして返して、 <name4> にする	<name4> = <name3> . rsplit ( <name2> )	<name2> = <name4> . rsplit ( <name3> )
もし <name2> が <name1> で割り切れるならば	if <name2> % <name1> == 0 :	while <name1> % <name2> == 0 :
<name1> の <name2> 乗を <name3> で割った余り	pow ( <name1> , <name2> , <name3> )	pow ( <name1> , <name2> , <name3> )
<name2> を <name3> で最大分割数 <val4> まで分割してリストを返して、 <name1> にする	<name1> = <name2> . split ( <name3> , <val4> )	<name3> = <name1> . split ( <name1> , <val4> )
<name2> から <name3> 個取り出した時の順列の総数を <name1> とする	<name1> = math . perm ( <name2> , <name3> )	math . perm ( <name1> , <name2> )
<name6> が正規表現 <name3> のパターンにマッチした文字列のリスト	re . findall ( <name3> , <name6> )	<name6> . split ( <name3> , <name6> )
<name4> の階乗を <name1> にする	<name1> = math . factorial ( <name4> )	<name1> = math . exp ( <name4> )
<name6> を区切り文字、最大分割数を <val1> として <name3> を分割した結果をリスト型にして返す	<name3> . split ( <name6> , <val1> )	<name4> <name6> . split ( <name6> )
<name5> と <name3> の積	<name5> * <name3>	math <name5> . hypot ( <name3> , <name5> )
<name2> 、 <name3> 、 <name6> の最小値を求める	min ( <name2> , <name3> , <name6> )	range ( <name6> , <name2> , <name3> )
<name1> ではなくない	not not <name1>	while not <name1> :
<name1> 、 <name2> 、 <name3> の最大値	max ( <name1> , <name2> , <name3> )	min ( <name3> , <name1> , <name2> )
もし <name1> が <name2> 以上の場合	if <name1> >= <name2> :	if <name1> >= <name2> >= :
<name1> 内の要素を連結した文字列を <name2> とする	<name2> = '' . join ( <name1> )	<name1> = '' . join ( <name2> )
<name6> と <name2> の論理和を計算する	<name6> | <name2>	pow ( <name6> , <name2> )
<name2> を展開してプリントする	print ( * <name2> )	'' . print ( <name2> )
1 + <name1> の自然対数を見る	math . log1p ( <name1> )	math . log1p ( <name1> )
<name2> の仮数と指数	math . frexp ( <name2> )	math . frexp ( <name2> )
<name1> を降順にソートする	<name1> . sort ( reverse = True )	<name1> . sort ( reverse = True )
<name1> のガンマ関数の絶対値の自然対数を見る	math . lgamma ( <name1> )	math . lgamma ( <name1> )
<name1> を絶対値に直してソートする	sorted ( <name1> , key = abs )	min ( <name1> , key = abs )
<name1> の逆双曲線正弦	math . asinh ( <name1> )	math . asinh ( <name1> )
どれでもなければ	else	round ( <name5> ) :
もし <name1> 中の全ての英字が大文字ならば	if <name1> . isupper ( ) :	if <name1> . isupper ( ) :
1 + <name6> の自然対数を計算する	math . log1p ( <name6> )	math . log1p ( <name6> )
<name5> かける <name2> を計算する	<name5> * <name2>	<name2> == <name5>
<name1> のうち <val2> 個までの順列	itertools . permutations ( <name1> , <val2> )	math . perm ( <name1> , <val2> )
ユーザが入力した整数値をスペースで区切ってリストとして受け取られた結果を <name2> にする	<name2> = list ( map ( int , input ( ) . split ( ) ) )	list ( <name2> , input ( ) . split ( )
もし <name1> が <name2> より小さくないとき	if not <name1> < <name2> :	except <name1> < <name2> :
<name2> が正規表現 <name1> のパターンにマッチした文字列のリスト	re . findall ( <name1> , <name2> )	re . split ( <name1> , <name2> )
<name5> の両端から空白改行を除いた文字列	<name5> . strip ( )	<name5> . strip ( )
<val2> 以上 <val3> 未満の数が並んだリストを <name1> とする	<name1> = [ i for i in range ( <val2> , <val3> ) ]	for <name1> = range ( <val2> ) ]
<name1> を <name2> で割った結果の切り上げ	( <name1> + <name2> - 1 ) // <name2>	math . ceil ( <name1> , <name2> ) // <name2>
<name2> の最後から空白改行を取り除いた文字列を <name3> に代入する	<name3> = <name2> . rstrip ( )	<name4> = <name2> . lstrip ( )
<name1> を <name3> でわった値を求める	<name1> / <name3>	min ( <name3> <name1> , <name1> )
<name2> の辞書カウンタを <name1> とする	<name1> = collections . Counter ( <name2> )	<name4> = math . <name1> ( <name1> )
無限大を確認する	math . inf	locals
<name6> の最初を <val1> で拡張する	<name6> . appendleft ( <val1> )	for <name6> in range ( <name6> ) :
バイト列 <name6> からの整数値	<name6> . from_bytes ( )	int ( <name6> )
<name1> の逆余弦を計算する	math . acos ( <name1> )	math . acos ( <name1> )
<val2> を間に入れて <name3> 内の値を連結した文字列を <name1> とする	<name1> = <val2> . join ( <name3> )	<name6> = <name1> . join ( <val2> )
<name6> から <name1> を引いた値を求める	<name6> - <name1>	max <name6> ( <name1> )
もし <name1> が英大文字のとき	if <name1> . isupper ( ) :	except <name1> . isupper ( ) :
もし <name3> が偶数の場合	if <name3> % 2 == 0 :	pow ( <name3> ) :
<name1> 、 <name2> 、 <name3> の最小値を求める	min ( <name1> , <name2> , <name3> )	min ( <name3> , <name1> , <name2> )
<name4> を降順にして、 <name3> とする	<name3> = <name4> . reverse ( )	<name5> = <name4> . split ( <name4> )
<name1> を <name2> で割った剰余	math . remainder ( <name1> , <name2> )	math . remainder ( <name1> , <name2> )
<name3> が <val4> 未満または <val6> 以上ならば	if <name3> < <val4> or <name3> >= <val6> :	for <name3> in range ( <val4> , <val4> ) :
<name2> の正弦を <name1> に代入する	<name1> = math . sin ( <name2> )	<name1> = math . sin ( <name2> )
<name1> と <name2> の割り算の余りを算出する	<name1> % <name2>	divmod <name1> ( <name2> , <name1> )
<name5> 内の小文字を大文字に変換して、 <name1> とする	<name1> = <name5> . upper ( )	<name4> = <name1> . upper ( )
<name1> の合計値を計算する	sum ( <name1> )	hash ( <name1> )
<name1> 、 <name2> 、 <name3> の最小値	min ( <name1> , <name2> , <name3> )	min ( <name3> , <name1> , <name2> )
2 を底とする <name4> の対数を <name6> とする	<name6> = math . log2 ( <name4> )	<name6> = math . log2 ( <name4> )
<name2> のリストを <name1> にする	<name1> = list ( <name2> )	<name4> = list ( <name1> )
<name3> 中の英字全てが大文字かどうか	<name3> . isupper ( )	<name4> . isupper ( )
<name4> のガンマ関数	math . gamma ( <name4> )	math . gamma ( <name4> )
<name2> の英大小文字を逆にした文字列を <name1> とする	<name1> = <name2> . strswap ( )	<name1> = <name2> . strswap ( )
<name5> を最も近い整数に切り上げを調べる	math . ceil ( <name5> )	if math . ceil ( <name6> ) :
<name1> 、 <name2> 、 <name3> の中で一番小さい値	min ( <name1> , <name2> , <name3> )	datetime . min ( <name1> , <name2> , <name3> )
<name3> を <name6> で割ったときの商とあまりの組を求める	divmod ( <name3> , <name6> )	for <name6> ( <name6> ) :
イミュータブルなセットを <name5> にする	<name5> = frozenset ( )	frozenset ( <name5> )
空白を区切り文字として <name5> を最後から分割してリスト型にして返して、 <name4> に代入する	<name4> = <name5> . rsplit ( )	= <name4> . split ( )
もし <name1> が <val2> 未満かつ <val3> 以上ならば	if <name1> < <val2> and <name1> >= <val3> :	except <name1> < <val2> :
原点からの ( <name4> , <name6> ) の距離を <name5> に代入する	<name5> = math . hypot ( <name4> , <name6> )	<name4> = <name6> . hypot ( <name6> , <name5> )
<name1> と <name3> の論理積	<name1> & <name3>	complex ( <name3> <name1> , <name1> )
<name6> の絶対値を <name4> にする	<name4> = math . fabs ( <name6> )	<name6> = math . fabs ( <name4> )
deque オブジェクトを作る	collections . deque ( )	[ ]
<name3> の <val6> 番目から <val1> 番目の間で <val2> を後ろから探して見つかった位置を <name4> とする	<name4> = <name3> . rfind ( <val2> , <val6> , <val1> )	<name6> = <name4> . rfind ( <val2> , <val2> )
<name1> のサインを表示する	math . sin ( <name1> )	complex ( <name1> )
<name2> を <name3> で分割してリストを返した結果を <name1> とする	<name1> = <name2> . split ( <name3> )	<name4> = <name1> . split ( <name2> )
<name1> の仮数と指数を調べる	math . frexp ( <name1> )	math . frexp ( <name1> )
<name1> と <name4> が等しい間	while <name1> == <name4> :	while <name1> == <name4> :
<name2> と <name5> の値を足して <name2> に代入する	<name2> += <name5>	+= <name2> :
0 以上 <name1> 未満の範囲で 1 ずつ増える数列	range ( <name1> )	random . range ( <name1> , <val2> )
<name5> が <name4> でない間	while <name5> != <name4> :	elif <name5> != <name4> :
<name1> の <val2> 番目の要素を取り除く	del <name1> [ <val2> ]	[ <name1> for <val2> ]
最初のプログラム	print ( 'Hello World' )	except ] ]
<name6> が <name1> より大きいとき	if <name6> > <name1> :	while <name6> > <name6> :
<name2> のアークコサインを調べる	math . acos ( <name2> )	math . acos ( <name2> )
<name3> 内の正規表現 <name1> のパターンにマッチした箇所を <name2> に置き換えた文字列と置き換えた箇所の数	re . subn ( <name1> , <name2> , <name3> )	<name1> . replace ( <name2> , <name3> )
もし <name1> が偶数の場合	if <name1> % 2 == 0 :	if <name1> % <val2> == 0 :
<name6> の符号を持った <name5> を求める	math . copysign ( <name5> , <name6> )	if math . copysign ( <name6> , <name5> ) :
パス文字列 <name4> のファイル名と拡張子	os . path . splitext ( <name4> )	<name4> . os ( <name4> )
<name5> の絶対値	abs ( <name5> )	math . fabs ( <name5> )
<name1> と <name2> の直積	itertools . product ( <name1> , <name2> )	pow ( <name1> , <name2> )
<name1> の逆双曲線余弦を求める	math . acosh ( <name1> )	math . acosh ( <name1> )
<name5> 内の大文字を小文字に直し、 <name3> とする	<name3> = <name5> . lower ( )	<name1> = <name3> . strswap ( )
<name1> と <name2> の商と剰余の組を求める	divmod ( <name1> , <name2> )	range ( <name1> , <name2> )
<name1> の最初の要素	<name1> [ 0 ]	len ( <name1> ) ]
<name1> が数字であるかどうか	<name1> . isdigit ( )	<name1> . isdigit ( )
<name2> または <name5> でない	not <name2> or <name5>	while not <name1> or <name2> :
<name6> の長さを算出する	len ( <name6> )	len ( <name6> )
<name1> からランダムに要素をチョイスする	random . choice ( <name1> )	range ( <name1> )
<name2> を <name3> で割った剰余を <name1> に代入する	<name1> = math . remainder ( <name2> , <name3> )	<name1> = math . remainder ( <name2> , <name3> )
<name2> に最も近い整数に切り捨てを <name1> に代入する	<name1> = math . floor ( <name2> )	<name1> = math . floor ( <name2> )
<name6> の小数点を丸めた値を計算する	round ( <name6> )	round ( <name6> , -1 )
<name1> に最も近い数値に切り上げを調べる	math . ceil ( <name1> )	if math . ceil ( <name6> ) :
複数の入力値をリストとして受け取る	list ( input ( ) )	int ( input ( ) )
<name1> がコピーされた列	<name1> [ : ]	[ <name1> ]
<name1> を降順にする	reversed ( <name1> )	<name1> . reverse ( )
文字コード <name1> の文字	chr ( <name1> )	str ( <name1> )
<name2> 割る <name1> を切り上げる	( <name2> + <name1> - 1 ) // <name1>	complex ( <name1> , <name2> ) // <name2>
<name2> の逆正弦を <name1> に代入する	<name1> = math . asin ( <name2> )	<name1> = math . asinh ( <name2> )
<val2> 区切りで <name3> をプリントする	print ( <name3> , sep = <val2> )	round ( <name3> , <val2> )
<name1> マイナス <name2>	<name1> - <name2>	math . <name1> ( <name2> <name1> )
数値データを入力する	int ( input ( ) )	input ( )
<name3> に最も近い整数に切り上げを計算する	math . ceil ( <name3> )	math . ceil ( <name3> )
<name1> を底とする <name4> の対数を計算する	math . log ( <name4> , <name1> )	pow ( <name1> , <name4> )
<name5> の <name3> 番目以降の値を取り出す	<name5> [ <name3> : ]	if <name3> [ : <name5> ]
<name3> の双曲線正弦を <name5> にする	<name5> = math . sinh ( <name3> )	<name5> = math . sinh ( <name3> )
<val1> から <val2> 未満までの整数乱数	random . randrange ( <val1> , <val2> )	random . randrange ( <val1> , <val2> )
偽	False	breakpoint ( <name2> )
<name1> と <name2> の積	<name1> * <name2>	math . <name1> ( <name1> , <name2> )
もし <name5> が <name4> でないなら	if <name5> != <name4> :	except <name4> : if <name5>
<name6> の <val4> 番目から <val1> を後ろから探して見つかった位置を <name2> に代入する	<name2> = <name6> . rfind ( <val1> , <val4> )	<name6> = <name2> . rfind ( <val4> )
<name3> の逆正接を <name6> にする	<name6> = math . atan ( <name3> )	math . atan ( <name6> )
<name1> と <name2> の mod を求める	<name1> % <name2>	complex ( <name1> , <name2> )
<name2> 内の全ての要素が真かどうか	all ( <name2> )	all ( <name2> )
<name2> を <name3> の符号にした値を <name1> とする	<name1> = math . copysign ( <name2> , <name3> )	math . copysign ( <name1> , <name2> )
<name1> が全てアルファベットかどうか	<name1> . isalpha ( )	<name1> . isalnum ( )
<name1> の左側から <val2> を取り除いた文字列	<name1> . lstrip ( <val2> )	itertools . split ( <name1> )
<name6> と <name1> の割り算の余り	<name6> % <name1>	pow ( <name6> , <name1> )
<name2> を長さが <name3> になるように左を '0' で埋めた文字列を <name1> とする	<name1> = <name2> . zfill ( <name3> )	<name3> = <name6> . zfill ( <name1> )
<name1> 内の要素の順番を逆にする	<name1> [ : : -1 ]	for <name1> ( ) ]
原点からの ( <name1> , <name2> ) の距離を算出する	math . hypot ( <name1> , <name2> )	math . hypot ( <name1> , <name2> )
<name3> 内の要素が少なくともひとつは真かどうか	any ( <name3> )	min ( <name3> , <name6> )
<name2> の出力を改行しないで行う	print ( <name2> , end = '' )	sorted ( <name2> , sep = '' )
<name1> の小数部を 5 桁で丸める	print ( '{:.5f}' . format ( <name1> ) )	print ( <name1> ) . format ( <name1> )
<name2> 内の大文字を小文字に直し、 <name1> とする	<name1> = <name2> . lower ( )	<name6> = <name1> . upper ( )
<val1> 以上 <val2> 以下の整数乱数	random . randint ( <val1> , <val2> )	for i in range ( <val2> ) :
<name2> を最後から <name4> で最大分割数 <val6> まで分割してリストを返して、 <name1> に代入する	<name1> = <name2> . rsplit ( <name4> , <val6> )	<name6> = <name1> . rsplit ( <name4> , <val4> )
<name2> を末尾から <name3> で分割してリストを返し、 <name1> に代入する	<name1> = <name2> . rsplit ( <name3> )	<name2> = <name1> . rsplit ( <name3> )
<name1> のルートを求める	math . sqrt ( <name1> )	math . sqrt ( <name1> )
<name6> モジュールをインポートする	import <name6>	int ( <name6> )
<name3> と <name6> の論理和	<name3> | <name6>	pow ( <name3> , <name6> )
<name1> のコサインをチェックする	math . cos ( <name1> )	math . cos ( <name1> )
<name1> 内の <val2> 番目以降に <val3> がある後ろ側の位置	<name1> . rfind ( <val3> , <val2> )	<name1> . rfind ( <val2> , <val3> )
<name2> が <name5> の上位集合かどうか	<name2> . issuperset ( <name5> )	if <name5> == <name2> :
入力された文字列を半角スペースで分割し <name2> 、 <name3> 、 <name6> とする	<name2> , <name3> , <name6> = input ( ) . split ( )	<name3> = <name6> . split ( <name6> , <name2> )
<name1> を <name2> 分の一にする	<name1> // = <name2>	pow ( <name2> <name1> , <name1> )
<name1> の双曲線正弦	math . sinh ( <name1> )	math . sinh ( <name1> )
原点からの ( <name1> , <name2> ) の距離	math . hypot ( <name1> , <name2> )	math . hypot ( <name1> , <name2> )
<name3> を深くコピーした結果	copy . deepcopy ( <name3> )	'' . copy ( <name3> )
<name5> を文字列型として取得し、 <name4> に代入する	<name4> = str ( <name5> )	<name1> = <name4> . split ( <name4> )
何もしない	pass	print ( not not )
<name4> 中の全ての文字が英大文字かどうか	<name4> . isupper ( )	<name4> . isupper ( )
<name6> と <name3> の積集合を得る	<name6> . intersection ( <name3> )	set ( <name1> , <name3> )
ユーザが入力した値をリスト化し、 <name5> にする	<name5> = list ( input ( ) )	<name5> = list ( input ( ) )
もし <name4> が NaN なら	if math . isnan ( <name4> ) :	if math . isnan ( <name4> ) :
<val1> 回だけ繰り返し処理を行う	for i in range ( <val1> ) :	while i in range ( <val1> ) :
<name3> を 0 から 9 まで 1 つずつ取り出しながら繰り返し処理を行う	for <name3> in range ( 10 ) :	for i in range ( 10 ) :
改行	'\n'	print ( <val1> )
<name1> の逆正弦	math . asin ( <name1> )	math . asin ( <name1> )
<name1> 内の小文字を大文字にする	<name1> . upper ( )	<name1> . upper ( )
<name3> を <val5> とする	<name3> = <val5>	<name3> = math . exp ( <val5> )
真	True	any ( <val4> )
<name5> の自然対数を見る	math . log ( <name5> )	math . log ( <name5> )
<name2> を変換した文字列を <name1> とする	<name1> = str ( <name2> )	<name1> = str ( <name2> )
<name3> の <name5> 乗を <name4> で割った余りを算出する	pow ( <name3> , <name5> , <name4> )	pow ( <name3> , <name5> , <name4> )
<name1> をリターンする	return <name1>	import <name1> )
<name2> の常用対数を <name1> とする	<name1> = math . log10 ( <name2> )	<name1> = math . log10 ( <name2> )
<name2> の順列の総数を <name6> とする	<name6> = math . perm ( <name2> )	<name6> = math . perm ( <name2> )
<name4> からランダムに要素を <val5> つチョイスする	random . sample ( <name4> , <val5> )	range ( <name4> , <name4> )
<val1> から <name2> までの <val3> つ飛ばしの数列	range ( <val1> , <name2> + <val1> , <val3> )	for i range ( <val1> , <name2> + <val3> ) :
<name2> 、 <name4> 、 <name5> の最大値を算出する	max ( <name2> , <name4> , <name5> )	min ( <name2> , <name4> , <name5> , <name4> )
<name3> が <name1> より大きくないかどうか	not <name3> > <name1>	not not <name1> < <name3>
<name5> に <name4> をかけた値を <name5> に代入する	<name5> *= <name4>	<name4> = <name5>
<name1> が <name2> でない間	while <name1> != <name2> :	except <name1> <= <name2> :
<name4> の正弦を求める	math . sin ( <name4> )	len ( <name4> )
<val4> 以上 <val3> 未満の数が並んだリスト	[ i for i in range ( <val4> , <val3> ) ]	i [ for i in range ( <val3> ) ]
<name1> の逆正弦を算出する	math . asin ( <name1> )	ord ( math . atan ( <name1> )
もし <name4> が <name6> より大きくないならば	if not <name4> > <name6> :	not <name6> > <name4> :
<val2> 以上 <val4> 未満の数が並んだリストを <name3> とする	<name3> = [ i for i in range ( <val2> , <val4> ) ]	for i in range ( <val2> ) ]
